index,prompt,evaluation_seed,coco_id
1152,A bathroom with focus on the toilet in the bathtub.,1393,377845
1701,A large hairy dog on a leash next to a crowd.,57158,162256
29205,There is a bed in the room next to the night stand.,48450,515586
8567,A clock between two bronze flamingo statues on a black box.,47283,459500
13980,Cat staring at the screen of an open laptop.,16943,525247
1915,A table topped with a bottle of alcohol and a plastic cup.,75389,533721
19313,A view of a person walking towards a house boat.,75458,428403
4336,A triple screen computer set up on a desk next to a bed,84708,522782
8235,A herd of giraffe standing next to each other on a  field.,67283,73830
7140,A stop sign in the middle of the road,846,143946
25941,Group of skiiers in the large mountains walking towards ski lift,64222,240379
25582,A group of people riding skis on top of snow covered ground.,29657,248353
11960,A cat standing on top of a wooden bench.,42945,109869
15680,"A beach with umbrellas, boats, and people biking or walking.",32370,147921
7816,A sign warning no camera and no videos on the side of a road.,4142,384528
23078,Woman stands and poses for a shot while wearing skis,86316,525106
14047,A suitcase filled with yard and knitting supplies.,90287,173217
24535,A group of baseball players with a bat and ball at the pitch,85133,102478
21203,Two mean in uniform are riding horses side by side on a sandy beach.,53904,296523
25377,A boy is going up a ramp on a skateboard.,18714,408289
13610,a person holding a dog sitting on a couch ,6292,133690
12992,a red sign is on a pole by a street,15221,551811
8772,A couple of people sitting on top of a wooden bench.,83912,211119
12529,A train coming down the tracks in a city. ,23932,301333
15935,A man with a backpack on with a cat hanging out of it.,6581,570107
14747,A man in a top hat and a woman with glasses.,87427,342273
24752,Two baseball players stand near the baseball field.,84210,537827
19539,a small child is inside of a blue case,88675,365273
18439,A man leads a long-haired bull with a rope in a competition.,13604,75713
28776,A little girl holding a donut covered in sprinkles.,85703,466533
7700,Up close view of a model train set and its surrounding area,17754,560466
29444,A woman in sunglasses eating a hotdog in grassy area.,29006,257198
10555,a train approaching a station with people waiting to board,94807,174544
23123,Toy animals displayed with small trees in outdoor setting.,45917,79469
18324,A man jumping onto a bed sitting next to a table.,20810,468471
23624,Skiers enjoying a day on the slopes in the sun,40294,389738
17810,A herd lf elephants walking across a grass covered forest.,33484,550872
22355,A brown horse being jumped over a fence rail in a competition.,26924,479078
26900,people standing on the beach near a body of water,43724,443167
766,A yellow and green checkered motorcycle parked in front of a store window.,88919,241113
23196,two brown horses standing behind some rocks ,81449,496081
14823,A woman with a polka-dotted umbrella and a grey shirt reading a pamphlet.,78178,126564
27284,Group of surfing equipment sitting next to a beach. ,55481,247880
21803,A sliced sandwich with a pickle on a plate.,60569,518725
7584,A dog is walking past a row of park benches.,20535,107542
18670,there is a dog and a cat sitting in a basket,231,543034
15357,A carved wooden elephant next to a book.,85749,303847
27942,A half eaten doughnut sitting in the middle of a street.,61007,554340
10390,A black cat with a hat on the ground.,59287,108244
4947,"The room is filled with remarkable items well suited.
",39182,391253
9808,Street signs at an intersection of roads in front of a brick building.,11167,53229
3566,A couple of white toilets in a small room.,55030,147030
14057,A bear searching for food near the river.,98894,145439
18806,A woman posing with her husband and two children.,24859,55668
7765,A train with steam coming out is on the tracks.,77108,429718
24987,A man wearing red is skiing down a hill.,67208,563194
26550,A man on a dirt tennis court is crouched in position.,70642,143333
11943,A street filled with traffic under a blue sky.,30442,429833
2660,A professional kitchen filled with sinks and appliances.,40902,224736
18522,A man walking up the beach after finishing parasailing.,59562,273232
4073,people walking around a tamale truck and a building ,30446,259640
22440,A brown bear licking the ear of another brown bear.,84212,203635
9747,A large circular building with a bridge connecting it,31797,338941
28449,The woman is eating a piece of cake.,75627,162092
16220,A group of elephants standing near the water,28553,516022
9809,A large boat floating down a river next to a walkway.,6113,160927
17265,A fire department truck sitting in a field lot.,50740,502758
29182,A group of what appears to be young people playing on a game system.,81437,581226
6024,An old fashioned stove top oven with pots sitting on top of it.,40551,536369
17427,Elephants with long tusks greeting each other with their trunks,81922,530407
7647,A giraffe looking for food between large rocks.,97723,194167
18845,Black and white photo of cars parked on the street.,93921,281397
11347,An antique train with green engine and red passenger cars.,6982,511623
14574,Two cows are grazing on a grassy area near a pagoda.,66443,510395
11409,Close up photo of a magnification make-up mirror in a dark room.,21700,431234
6957,A black bird perched on a wire next to a tree.,47355,344624
27964,A man sitting at a table eating donuts.,36530,131361
1931,A large jetliner sitting on top of an airport tarmac.,45120,490225
17051,A black and brown dog sits on a white rug with a toy donut in front of him. ,24717,528251
9985,A small bird standing on a dock on the water.,85754,333294
29133,A man brushing his teeth and taking a self portrait in a mirror.,59834,67156
27437,A woman lays on her bed with her dog while using the mirror to take a picture.,6057,429717
26330,A bed with lots of pillows under a picture hanging on a wall.,80096,575079
19542,A stuffed frog stuck between two parking meters in front of a car.,11300,261360
8518,A red double decker bus driving down a street.,96080,172478
4006,A white toilet sitting on top of a bathroom floor.,64337,45016
8101,Thomas the tank traveling down train tracks next to a  bush.,11724,349021
11720,A baseball player swinging a ball at a bat.,11425,492840
28986,a bunch of computers  on a desk with a phone,88161,19544
19864,A boy standing in the snow with skis,78127,115243
24249,A young boy swinging a baseball bat towards  a ball.,43130,424147
14004,"A man crouches down and extends his hand, as he anticipates catching a flying disc.",56903,426631
27897,a sink a laptop a tv a couch and large windows,29463,431503
4232,a woman poses in front of a giant pizza,7162,458992
14023,A man on motorcycle driving past cows on the street,46841,82338
7516,A red fire hydrant sitting on a sidewalk next to a street.,68705,249273
9188,A fire hydrant on the side of a road.,40742,523194
14127,A boat that is out on top of the grass.,88315,68117
19822,Two horses in a field on the other side of a fence,72378,542637
7933,A young man kissing the top of a young woman's head.,85768,78843
13671,A man stands outside a shop selling various items.,45829,273416
14638,A large black semi parked in a parking lot.,70249,123131
29105,A spare bedroom with a bed with a flowered blanket.,26835,249550
21325,A man leans down and fixes his snow shoes.,60531,332067
18387,Many people with umbrellas are waiting to cross the street.,86213,579415
10387,A building that has a rainbow above it.,70406,326627
22276,A person doing karate in a field at night,20642,589
29694,a close up of a disassembled remote control  ,2951,299640
14583,an image of a man with a dog on his back,55511,94922
25776,A baseball player preparing to throw a pitch during a game.,75985,430961
11644,The large winged bird is looking for some prey.,98441,576398
13426,A gray cat sitting on top of a flat screen TV.,48498,383209
10273,A bird walks along on a beach with other members of its kind.,40899,502715
17088,The pick up truck is plowing the snow. ,67690,9769
11047,"A boat, two seagulls, and a light house.",72433,539557
2299,A goat in a field with a dog running beside it.,63514,326592
3454,a big bathroom with colorful tile walls and fancy lights above the sink ,23467,304409
29089,A man with a beard standing next to a man with a tooth brush.,22883,201463
19083,A woman standing in an alley way holding an umbrella.,43092,404461
12159,A vintage train carrying cars rides on railroad tracks.,32884,522081
5974,two men standing between  a blue motorcycle and a wall ,881,484279
16519,A boat sitting on top of a body of water next to tall buildings.,13746,461016
18718,a woman sitting at a table with a dogg in her lap,18605,552061
26591,A man is surfboarding right up to the steep shoreline.  ,37888,71385
19653,A skier standing at the top of a ski slope.,81076,329088
2639,A beige bathroom with a phone beside the toilet.,65876,113897
2124,some zebras a giraffe and other animals and some bushes and trees,10684,495348
